,comment,goodorbad
473,"Compartment No. 6 (Finnish: Hytti nro 6; Russian: Купе номер шесть) is a 2021 internationally co-produced drama film co-written and directed by Juho Kuosmanen 🚂 

It's good 🙂
I'd recommend it if you like this genre 👍🏼",1
474,"Compartment No. 6 tells the story of a woman who ends up in a train compartment with a man she does not know. The two of them start to talk and it quickly becomes apparent that they have a lot in common. As they continue to talk, the woman starts to realize that the man may be more than he seems. As the story progresses, the true nature of the man is revealed, and the woman must decide whether to trust him. 

The two lead performances are excellent, and the chemistry between the two actors is palpable. The film is visually stunning, and the setting of the train adds to the atmosphere of paranoia and claustrophobia. Unfortunately, the arc of the story becomes predictable early on, and the pace is so slow that one needs to be very patient to get through it. Some may find the payoff rewarding but, for me, it left me feeling hollow. 

Compartment No. 6 is a well-acted and beautifully shot film that falls victim to its own predictability. If you are willing to take your time with it, you may find something to appreciate. However, if you are looking for a fast-paced thriller, you will be disappointed.",0
475,"Compartment No. 6 is a love story of sorts, a strange journey. It's a fascinating film that lives in its own world quite beautifully. Finnish director Juho Kuosmanen has made his latest film in Russia, although with a Finnish protagonist. That being Laura, played wonderfully by Seidi Haarla. Laura is studying archaeology in Moscow and decides to take the long train trip to Murmansk to study the famous petroglyphs (rock paintings). A relationship has also come to an end so its represents a good opportunity to escape the remnants of that. Her experience starts badly though as she has to share a compartment (No. 6) with a boorish and oafish Russian man. Unfortunately there is no escape and she has to make do with the situation. So transpires over a couple of days a journey of strange happenings and timely realisations. Somehow a strange bond forms between the two. It's a small journey but one with little twists through out. It's an unconventional film but I was compelled through out. As said Haarla is wonderful but so is Yuri Borisov as the Russian miner. This subtle film is wonderfully acted and written, a unique journey through the pitfalls of human connections.",1
476,"This is a romance movie and it's a bit of a problem if, like me, you simply do not believe the protagonists are likely romantic partners. In fact it is difficult to see they have anything much in common at all. So for me the film is much stronger in its portrayal of Russia the place and people than what we are invited to believe in. And in that respect it is brilliant and given the current situation, something we are not going to seeing again for a very long time.",1
477,"Cinema's romance with locomotives continues unabated with Finland's entry for International Features at last year's Oscars. The obvious comparisons are Before Sunrise and Brief Encounter, but non-train-related films like In The Mood For Love also cast a shadow here. Juho Kuosmanen's adaptation of Rosa Likson's novel sees two strangers thrown together in a confined space on a Soviet train bound for the arctic port of Murmansk, in a smartphone-less era where we still use camcorders and Walkmans. With Seldi Haarla's reserved Finnish archaeological student Laura missing the girlfriend she left behind in Moscow and Yuriy Borisov's intense and slightly mysterious Russian miner, Ljoha (a James McAvoy lookalike), making drunken and vulgar comments at Laura on the first night of their journey, the central characters are set up to be such polar opposites, and the stuff of nightmare for Laura to endure, it makes the inevitable softening of their initially antagonistic relationship all the more evocative and powerful. As mildly dramatic incidents draw them closer, it's less the romance but the human connection that blossoms subsequently that the film is interested in exploring, as even Yuliya Aug's stern and very Russian train conductor mellows towards her passengers. This is definitely more a mood piece than a narrative one and once you've made peace with that and the familiar narrative beats this film is sticking to, there's much to enjoy here, whether it's the sweet and subtle performances or the meticulous and immersive feeling this film recreates by shooting on location on a real moving train. If it's inevitable that the ending peters out a little once we left the train and the film navigates its way to that arthouse/European ending that strives for aching lyricism and ambiguity, the journey getting there was worth the price of the ticket.",1
478,"The excellent Compartment No. 6 places a woman on a long train journey in the company of a brute, vodka swilling male. The film examines issues of woman and culture contrasted to the posturing male of the Russian cult of Putinist machismo. Compared to the great heroes of Russia such as Yuri Gargarin, the Russian male, who now has Putinist kleptocrats as heroes, has fallen far. The hollowness of that masculinity is examined with the terrible price the men pay for it, and Yuriy Borisov is very good in that part, so that all is not lost. The price it also exacts from women is at the center of the film,  and in that Seidi Haarla is excellent: strong and vulnerable, cultured yet earthy, a little cynical yet open to the redemption of others, and very real. It is a testament to the script (and the film) and all those involved that while it is not nihilistic, nor is it satisfied by a monofocal or monotonal critical perspective. There are no easy answers offered, no get outs, no easy or lazy signposting. All is achieved though the characters, excellently written, performed, and filmed. An engrossing film that carries its weight lightly and doesn't betray humanity.",1
479,"Caleb Landry Jones is a revelation at the titular character and the film is a fascinating journey that highlights mental illness and it certainly makes you ask a lot of questions.  Based on a true story, the film is effective in portraying what happens when someone goes off his medications.  However then you wonder if it's the parents (Judy Davis and Anthony LaPaglia) who are trying to control their child.  It is a very well-told drama that borders on horror.  At times, it is freakingly chilling.  Final Score: 8.7/10",1
480,Amazing film - the Australian ouvre is so much better than the American,1
481,ok but dumb good acting but a lot of dead time,0
482,Caleb Jones was very good in this … dude plays a creep very well,1
483,"Judy Davis presented some of the best acting out there.  Period.

Also,  This film carries on and really gets deep on current issues.  Really appreciated that.  Just a very interesting film.",1
484,"Fantastic acting performances and a tragic true story ground Nitram and make it hard to look away and hard to imagine. This film will assuredly hit Australians especially hard and I'd hope no one close to the situation will watch it. It is a dark character study, and a well done one at that. The film showing Nitram's (based on Martin Bryant who committed a mass shooting in 1996 in Tasmania, AU) inspiration from the Dublane mass shooting in the UK begs the question of what role does media (including this movie) play in inspiring violence, and I think this movie balances that dichotomy well despite it existing.",1
485,"I tried not to Google the story since it was based on a true event. Disturbing and yet the issues becoming more commonplace. Very well acted. Once I read about the story it was based on, I gave it 5 stars due to the director and writers' thoughtful and poignant portrayal  of the events.",1
486,"Psychopath millennial, unlikeable in every possible way, rampages through life satisfying his inner rage and macabre sense of humor about other people's pain.  This guy doesn't forget a wrong but also doesn't necessarily take it out on the offender but instead finds himself some ripe, innocent victims to satisfy his blood lust.  A walking, (barely) talking menace who in the old days was referred to as 'slow' in addition to some other names that aren't quite so politically correct.

Caleb Landry Jones executed a depth charge into the terrifying depths of his dark side in order to pull off this unthinkably sinister bully of a character.  

And Judy Davis was, as always, absolutely stunning.  I, for one, hang on her every word.  She's also got a way of staring into space that contains worlds of meaning.",1
487,"WOW! Cinematic genius! The depth, the creativity and pure talent in this movie is out of control. A must watch!",1
488,"A subtle and disturbing character examination. Kurzel is not engaging in cheap sensationalism (evidenced by the fact that the Port Arthur massacre, while acknowledged by the movie, is not openly portrayed beyond its beginning) and while the movie's entire focus is on the perpetrator rather than the victims I think that is a legitimate choice as one can plainly see the repeated patterns in these cases that are too often ignored by authorities.",1
489,"Definitely Gaspar Noe's most sentimental film. The director sure has a distinct way to bring his thoughts about life and it's inevitable end to camera in many distinct forms. All of the movies I've seen of him always contemplate life and death in various ways. It's hard for a person to bear it all alone, so it's great to see it addressed in cinema so you know you're not alone.",1
490,Heartbreaking and boring.,0
491,"Thinking that I was going to watch a ridiculous movie, I left the cinema with deep breaths. Dozens of things that I haven't experienced yet flashed before my eyes. It's tough to face the fact that we're all going to die someday tomorrow. We should at least try to live a good life. Gather around you people who love you and can benefit you. Some diseases have no cure. When it comes, you have to live. Most of us have different chronic diseases. We learn to live with them. Because life goes on. Regardless, it's beautiful. That's why live your life and try to stay like the one on the right of the frame no matter how old you are. Have a life to look back on and be proud of. Because you can't choose the one in the left frame. But the one on the right is entirely your choice. Gaspar Noe also said bluntly, I choose the right side.",1
492,"Its one of those movies that you know is ""a well done film"" and it is. But i didn't like it. Its worth a watch but the 2 1/2 hrs go by very slowly. Although its a beautifully film, its just too slow for me.",1
493,"While the split-screen gimmick was more warranted than in Lux Æterna, and the technical prowess it took to execute was top tier, the story, even with all its great themes, simply lags too often to be a must-see, especially for attention-starved general audiences.",0
494,"So I saw this at the NYC public premiere, where Gaspar Noe attended and gave a Q&A at the end! He introduced the film by saying, ""I hope you cry.""! I didn't cry, but I did feel deep despair! He also hung out in the lobby before and after! I got a picture with him before the film and got him to sign the book that came with my special edition of ""Irreversible: The Straight Cut"" afterward and asked him if he'd ever consider making a Giallo film, now that he's made a film with Giallo legend, Dario Argento. He said no, because it would be sexist nowadays. Unless the killer was a gay dude! 🤣 His paraphrased words, not mine! But seriously, I'd LOVE to see Gaspar do a Giallo film! Gay or straight!

There's no denying Gaspar's brilliance! He is an artist among artists! Just when some people wrote him off as a shock director, he goes and makes a tender and heart-wrenching movie like this! The technique once again is impeccable. This is Filmmaking: 101 and Professor Noe is in the building! Literally ""in the building"", at the IFC Center in NYC today and tomorrow! It was a very quite movie and slow moving, but seriously I could watch those two wander around their apartment all day! The split screen was not just a gimmick. It served a narrative purpose and was used very creatively and effectively, and there were some really good performances from everyone, which was almost entirely improv! I loved seeing Argento! ""Dad's Italian and shouts."" That line hit close to home! Why are we Italians so loud!? 🤣🇮🇹🙋🏻‍♂️ 

I liked the ""Climax"" reference in this! Gaspar should do a spin-off of ""Climax"" with Psyche as the main character! I loved hearing the song ""Gracias A La Vida"" in this! I love the new version by Kacey Musgraves! And the opening music sequence was sublime! Knowing the story behind it from the Q&A with Gaspar afterward, made it even more poignant, since the singer is currently battling throat cancer. In the Q&A he also said that in addition to Haneke's ""Amour"" being a big influence on this, ""Tokyo Story"" was also an inspiration for this! I'm so glad I just saw that movie recently, so I totally got it! Also in the Q&A, he made the following comment and while I do believe in life after death in some form (not a cloudy space), he said ""I don't believe in life after death. I don't even believe in life before death."" I kinda totally feel that last half! Epic quote! I can now check seeing Gaspar Noe on the big screen and meeting him off the bucket list! Now I just need to check off seeing a rerelease of ""Enter the Void"" on the big screen! 

While this is brilliant filmmaking, I wish it were a little more Noe-ish and/or more controversial and earth-shattering, coming from Noe, but I guess it's controversial that he didn't make it controversial! He showed his softer side, which meeting him in person seems true to him. He was very nice and pretty soft spoken, which some might not expect. I need to watch again to solidify my rating, but ""Vortex"" may be his most balanced and refined film, even if it wasn't my favorite by him. I was totally engrossed, even at the most mundane of moments, but their were two idiots sitting in front of me, laughing at sad parts and rapping over the beeping of a heart monitor in a scene. That took me out of it a bit, but I can't wait to rewatch on my couch and maybe I'll even round it up to the 4 1/2 stars it may rightly deserve, especially given the epic experience I had going to see it! While this may be a 4 out of 5 (for now), a 4 for a Gaspar film, is relative and he's only being scored against himself, since very few are on his level! A Gaspar 4 is like an everyone else's 8 and the max rating is only 5, so he's out of everyone's league!",1
495,"The movie is devastating. You can see how much the events of the film have a colossal effect on the mentality of the characters, and the lead actress's performance is terrific",1
496,"The story is engaging, and the acting is really good. I don't think the dialogue was up to par.",0
497,"An incredibly accurate depiction of teenagers in today's society, the way they communicate, feel, and act. The soundtrack, direction, and acting is phenomenal.",1
498,"Devastating portrayal of what its like for the youth in America, made me want to keep my daughter home from school tomorrow and every day after. The ending is everything we need to know about gun culture and violence in this country.",1
499,Amazing. Stunning. Breath taking. The performances were raw and amazing. Thank you. Thank you for this. Thank you for trying to speak out about gun violence. Thank you for showing the other side of it. Thank you.,1
500,"Não é um dos meus filmes favoritos, porém é muito bom. Jenna Ortega mostra novamente sua atuação maravilhosa. Uma história que mostra as consequências de um massacre em uma escola pode causar no psicológico de um adolescente. O filme chega tão perto de uma atual realidade.",1
501,"First of all the movie started interesting it then changed to boring as it had nothing else after the main plot. All there was after the plot was just how vade is dealing with the trauma. Also, vade starts kissing mia it was absolutely disgusting. This is a do not watch though I will GIVE IT A 1 STAR FOR THE MAIN PLOT.",0
502,I loved the movie. It touch my heart in way I didn't know it could.,1
503,"Went into this knowing absolutely nothing about the plot, I did not expect to be emotionally destroyed on a Thursday afternoon. Let's get the most obvious thing out of the way, Jenna Ortega is incredible and is one of the best young actresses working today. This is by far my favorite performance I've seen from her so far. She is just so good. The rest of the cast is so good as well. The cinematography, dialogue, characters, humor, and emotion are just so good. Overall, this is a fantastic movie that I think is a must-watch for people.",1
504,"Wow never felt like this after a movie, how she describes her feeling of being empty inside is dead on.",1
505,"Above the skies of Brazil, seemingly innocuous pink clouds signal the beginning of a looming terror and an issue that lingers for years. Can humans adapt and survive without the socialisation, fresh air, and ""normality"" we've come accustomed to? And no, I'm not talking about COVID-19. The Pink Cloud predates the pandemic by about three years.

The opening titles state: ""This film was written in 2017 and shot in 2019. Any resemblance to actual events is purely coincidental."" A timely coincidence indeed, the story is eerily similar to the real world, and the surrealist event at its centre seems somewhat plausible in the post-COVID world. Written and directed by Iuli Gerbase as her feature film debut -  a strong debut at that - the sudden appearance of pink clouds across the globe causes nationwide lockdowns as people become stuck  in their immediate surroundings. The imagery of the clouds is stunning, framing them through proscenium-shaped windows as the confused residents glare at the phenomenon. In the opening images, we see a woman walking her dog by a beach that is silently killed by  mist, introducing us to the fear-ridden world to come. The pink clouds act indiscriminately, attack predatorily, kill in just ten seconds after contact, and are a scientific mystery.

The film centres around Giovana (Renata se Lélis) and Yago (Eduardo Mendoça), who engage in a one-night stand the night before the clouds appear. They wake up entangled in a hammock on the patio, blissfully unaware that these will be their last moments before a gruelling lockdown. Yago opens his phone and shows Giovana what can be  presumed to be an article about the clouds, to which she replies, ""it must be a joke."" Moments later, they lock themselves inside. Soon after the lockdown, people begin to run out of food, and many domestic and political disputes start. The solution to the lack of resources is a tube installed in their home to deliver food and packages. As they open the hatch, they watch the clock, waiting to see if they will drop without warning and become victims to the pink mist. The couple defines their relationship and celebrates birthdays as the days, weeks, months, and years pass by. 

Throughout the film, the familiar feelings of isolation plague the characters. The situation for each of them manifests itself in different ways. Yago leans into the rose-coloured environment while Giovana does everything she can to escape the pink tinge of her life. At one point, Yago asks Giovana, ""Why do you suffer for things you can't change?"". Giovana is incapable of being content with the state of the world, while Yago fully embraces the world's limitations, at times to his detriment. While Giovana is open about her discomfort, Yago seems to bottle his emotions to layer them with optimism. Are these characters' relationships being held together by the pink clouds, and if the clouds should disappear, will they be ripped apart?

In a Sundance Institute interview with the director, Iuli Gerbase said, ""my idea when I wrote the film was to explore what happiness and freedom mean to each one of us."" Her exploration of the human psyche dealing with loneliness and isolation is poignant and overwhelmingly relevant in 2022. Overall, The Pink Cloud enters an area of storytelling that, in light of the pandemic, could be dangerous territory. However, the film offers an interesting perspective on the intricacies of family, loss, and freedom that transcends it from being a cliché disaster flick into a relevant familial commentary.",1
506,I think that this was written by a child; one struggling with coherent thought. Boring to boot.,0
507,"The Pink Cloud is a Brazilian family drama about a couple that just met that has to go into quarantine seemingly forever because of a pink cloud.  This was filmed before Covid, however there are some pretty eerie similarities.  There a few things that don't make any sense, including how this poison air that prevents people from going outside doesn't seep into the houses that people reside.  It's not a tight film, but time skips for no reason which makes the pacing inconsistent and awkward.  The entire film is vague, but I haven't seen a movie in a long time that has such a self-important feel. The entirety does not amount to much and falls flat into the dustbin of cloudy unfocused features.  Final Score: 3/10",0
508,"Written in 2017 and filmed in 2019, filmmaker Iuli Gerbase's debut feature embodies a remarkable prescience about the events that came to dominate global culture over the next two years. This story about the unexpected appearance of pink clouds that contain toxic gases and kill quickly after exposure follows the experiences of a young couple who just met but are hurriedly forced indoors into joint isolation to stay alive. Their years-long time together leads to an on-again/off-again relationship while they each attempt to deal with issues related to survival, depression, a lack of interpersonal connection and all of the other matters that have ironically become all too familiar to many of us in recent years. But, beyond the uncanny parallels to real life, this Brazilian offering also explores a host of other philosophical and moral issues, such as acceptance of our circumstances, knowing when to let go and developing appreciation for what we have, even in the absence of what we've lost. Admittedly, the film suffers from occasional pacing issues (especially in the second half), as well as repetitiveness in some aspects of the screenplay/narrative. Nevertheless, this release has much to say, not only about what we've experienced, but also in terms of what we should consider taking away from it.",1
509,"Maybe if this was released pre-COVID times it would be more shocking, but most of the movie is a slow and subtle descent into the type of monotony most of us have experienced during the lock down phases of the pandemic. 

I expected a bit more of an apocalyptic  / sci-fi feel, but it is more of a family drama.",0
510,melhor filme nacional que eu vi em anos,1
511,The greatest 02 hours: and 29 minutes ever!!!!!!!!!!!!!!!!!!!!!,1
512,"Wonderfully produced and superbly acted. It was almost a private screening as only two (separately) of us in the cinema, but unlike so many films which rely on ‘crowd reaction' this engulfs you without need for anyone else's responses. The rise and fall of a dreamer consumed by desire to aspire to artistic brilliance thwarted by the elitist class set to keep such talent in their place. Class system at its worst.",1
513,"I love a good French film but sometimes they can be boring, even for me, but luckily Lost Illusions will keep your attention from start to finish. The Honoré de Balzac story might have been written from 1837-43 but the themes of selling out and fake news are completely relevant today. Plus ça change, plus c'est la même chose.",1
514,"Intelligent, beautifully acted.  This is what ""cinema"" was, and should be.  The story is engrossing, and the settings are quite magnificent--when they aren't quite the opposite, when our rake's progress is not progressing so well.",1
515,"Beautifully filmed French costume drama, but it takes too long, it wasn't that entertaining to justify 150 minutes.",0
516,"it was a bit dry, and the ending felt entirely tacked on.  there were also a lot of narrative issues in terms of flashing forwards and back in time that made the movie more confusing than artistic. it's still a pretty good watch, but i think the writers weren't quite sure what they were doing. imo it either needed way more scifi/fantasy or none at all.",0
517,I'm all about revenge movies. This one's a doozer!  Ya gotta pay attention though due to the going back in time and the to the now.,1
518,Good revenge movie that takes it to the end.,1
519,too gory and hard to follow.,0
520,"The unnecessarily-grotesque amount of gratuitous violence and grim & grisly story-line only proves that the narrowly-minded writer and director were making this film for their own consumption and that of other sick, twisted viewers like themselves. If that's what movie-goers want, then, job well done. No wonder violent crime is out of control. Two-dimensional characters are the norm, these days. What a shame.",0
521,Brilliant —- great Brit film — more please — need to be superb to beat this,1
522,"Okay, basically follows the exact  same plot as 'Kill Bill' in a far more condensed time.  It's basic flaw is that it jumps around a lot and is not always clear what time it's in.  That and there is some ambiguity to key plot points.",0
523,It's Gruesome! It's a bit much !! But as a story Bull is in highest degree. What an amazing performance by the whole cast. Authentic character interactions and portrayal.It's gore not a bore.,1
524,Revenge Thriller ‘Bull' Surprises With Visceral Violence and Horror Leanings,1
525,"Although it's grittier and more violent than many other films in the genre, the central premise is nevertheless a pretty standard revenge thriller set in London and involving gangsters. The relentlessness of the main character, the mystery surrounding him, and the cast (both Maskell and Hayman deliver menacing performances) are what keep things afloat, but they're not quite enough to carry ‘Bull' into ‘great' territory. Still, watching the one-man army on a persistent pursuit of revenge, putting his targets through hell, is never boring to watch and it does choose to go out in an interesting way, even if I don't think it's as effective as it's supposed to be.",0
526,Brilliant Dina Amir! Deeply penetrating movie!,1
527,Such a tender beautiful love story between the two sisters. The radicalization themes were thought provoking and humanizing.,1
528,"Everything Went Fine (2021) is a French film directed by François Ozon. The movie tells the story of André, an 85-year-old man who has a stroke and is half-paralysed in his hospital bed. His daughter Emmanuelle hurries to his bedside, and André asks her to help him end his life. Emmanuelle is torn, as she does not want to lose her father but also does not want him to suffer.

The plot unfolds in a series of conversations between Emmanuelle and André, as well as flashbacks to André's life. The film is a moving exploration of the relationship between a father and daughter, and the difficult choices that must be made when faced with death. The acting by the two leads is excellent, and the film is beautifully shot.

Everything Went Fine is a compassionate and honest film about the end of life, and the difficult choices that must be made. It is an intelligent and thought-provoking movie that will stay with you long after you have seen it.",1
529,It was horrible. I don’t understand how people are raving about this movie. It’s not scary and the ending was the worst,0
530,Suspension and thrilling,1
531,Justin Long always delivers!  Loved the story &  unexpected ending!,1
532,"Campy, crazy, scary, jumped in my seat a few times before it even got scary.  Very believable acting from Georgina Campbell (very attractive young lady) but character was way too nosy-guess that kept the suspense going :).   All the male actors(including 'Mother' :) ) were great.  I liked the unexpected back story showing up later in the movie.  Music was great.",1
533,"This was one of the top 5 worst movies I have ever seen. I never leave a movie, especially a scary/suspense/horror film, but I was super close to leaving this one. I held out thinking that there HAD to be something that would happen at the end to bring any semblance of a story together - but nothing. Absolutely terrible.",0
534,"I went in knowing very little, which is advised. This movie will keep you on the edge of your seat, while keeping you guessing. It's very smart in the way the story is told. There are a couple moments that are hard to believe, which took me out of it, but only momentarily. I'm glad I went to the theater to see this at Halloween.",1
535,Pretty good movie. 2nd horror movie. Not to bad with making me jump at least once or twice.,1
536,"Went to the wrong movie by accident, sorry",1
537,Refreshing mixing for suspense jumpscares and WTF-ness. I went in knowing nothing about the movie and I recommend you do the same. A must-see for the spooky season!,1
538,Not bad. Could’ve been better. I seen better but it wasn’t the worst neither.,1
539,Very original and beautifully stylized.  Really enjoyed Hatching.,1
540,I get the concept but the movie left us with no answer,0
541,"What a bizarre and awesome movie 🎬 
I highly recommend seeing this movie. Yes it is subtitled in English, not hard to follow at all. They did an amazing job making this film.",1
542,"Watch for the insanity, stay for the gnarly.",1
543,"Themes and undertones were understandable. Atmospheric, eerie and scary. The music score elevated the scenes they were in. A good modern creature story.",1
544,Was interesting but couldve been much more. They couldve pushed it more but for what they did it was interesting. Liked that it didnt have cheap scares or fake pullback where its a dream haha. More psychological than horror.,0
545,"no scares. just gross and creepy and unless you buy into the weird premise, barely works at all. One ""monster"" looks like a bad puppet. Other than a few characters, the acting is pretty mediocre and and if the characters had half a brain they'd see what's going on. No one seems to have a clue until it's too late. All that and you get to read subtitles for 90 minutes. Pass.",0
546,Weird and semi-infuriating at parts. Characters act with an unbelievable ignorance and lack of situational awareness. Super weird. Close to “so bad it’s good” status but not quite there.,0
547,"This is the most amazing, original horror film I have ever seen.  It is not boring even though it is Finnish.  The monster in it is terrifying.  How it changes the girl who hatches it is very frightening.  The mother is just as terrifying.  It is an interesting study how parents project their own failed ambitions onto their children.   First rate acting especially from the girl, mother and adulterous lover.  This director is going to be around.",1
548,"Wild movie. Mix of ET/Shape of Water/Carrie. Tense at times, with some jump scares.",1
549,"Superbly acted, a complex protagonist (Kravitz) has a social and chemical imbalance that is challenged when confronted by: what to do when her actions could save the life of someone else. 

It's a tech-driven piece of cinema that will have everyone rooting for this unlikely action hero. Mystery, drama and a chase sequence; what more could we had for?",1
550,It seems to think it is more innovative than it is. The film is predictable and character not really interesting.,0
551,"Themes of corporate cover-ups and privacy politics make for an intriguing and timely premise, but it just never gets quite as thrilling as you want it to be.",0
552,Smart. Low budget. Psychological thriller. Pay attention to short foreshadows that are key to the plot twist and finale.,1
553,"Zoë Kravitz is a delight in Steven Soderbergh's covid tribute to Rear Window.  Hubby and wife both enjoyed the mystery and the investigation.  An effective thriller more than anything else, 'Kimi' is super tight and maintains action.  It also comments on the current state of the FBI in a very interesting, and subtle way.  The film's final scene wasn't necessary and adds a Disney end when it wasn't necessary.  Hubby: 7.5/Wife: 8.1 Average: 7.8",1
554,"The main character is so unlikable that I ended up rooting for the evil corporation less than halfway through the movie. I'm not sure if Kravitz is playing it like that intentionally or if that was a director's decision.
The plot is predictable, the characters are bland, and the dialog is stilted at best. Definitely not Soderburg's best work.",0
555,Shockingly bad. I can't believe people were paid to be involved with this film.,0
556,"A little bit Rear Window, a little bit The Conversation. Great setting and good acting, with commentary on life during the pandemic. Cool camera work by Soderbergh, exciting sequences, and good music. I liked it a lot.",1
557,Blue hair Zoe Kravitz,1
558,Mixed on this one. I liked the whole covid inspired aspect of this and her being an introvert but didn't work for me in the long run. It did have some nice moments and had some great suspense moments.,0
559,Funny and clever movie! Highly recommended.,1
560,"Thoroughly enjoyable character piece. Great acting with a mostly solid script. The only place it fails, if you want to even call it that, is in originality. But, hasn't everything been done already? Originality is overrated, but this film is right in the sweet spot. Enjoyable.",1
561,Well acted. Shallow story line,0
562,So many twists and turns. Clever dialogue.  Great characters. Never a dull moment.,1
563,"A gem of a story with a brilliant cast showcasing Javier Bardems acting skills. 
Highly recommended.",1
564,"Loved it. Doesn't reveal itself for a while. Music haunting. Bardem carries the load like Atlas. He is the same from beginning to end. It is about corruption, secrets and the lack of ideals, except to survive.",1
565,"Javier Bardem performs the seemingly likeable fatherly figure boss that is extremely twisted, rule-bending and immoral underneath perfectly. Even though at times the script is not incredibly cringe and hyperbolic, this satire succesfuly delivers the message of the limits that corruption and corporate world can make people reach. It is a comedy that you leave feeling more disturbed than a drama or a thriller.",1
566,"An entertaining movie, that should please both capitalist and socialist-leaning individuals alike.",1
567,"At times the movie pacing dragged, but overall a very funny & clever movie.  Well worth seeing.",1
568,"So well written, great actors, beautiful scenery",1
569,"I actually went to Bearsden academy.  I know the story well, I was pretty excited to here a film had been made.  how ever I found the telling of the story to be very clunky and disjointed.  The direction was a bit mmmmhhhh...  noticed remo cantani was a director.    He should really stick to working in call centres",0
570,"A predictable, too-long exploration of a not-that-interesting true event.",0
571,Amazingly interesting story told in a way where it's understandable for anybody worldwide. Keeps a good pace and doesn't have one boring moment!,1
572,THE GREATEST MOVIE EVER CREATED!!!! Beautiful designed in every way. When I watched it in cinema the whole room erupted with applause at the end,1
573,"Superbly crafted documentary. It's intriguing, heartwarming, funny and poignant.",1
574,"I knew the basic story beforehand, but not all the details. It is a fantastic film and has lots of funny moments.",1
575,that the way I like it ,1
576,"I am baffled by these positive reviews. This movie was TERRIBLE. It was way too long. A lot of the information they presented was irrelevant and went nowhere. About halfway through the documentary they actually started  REPEATING numerous scenes! What the heck?  For the subject matter, it could have been a quirky interesting 1 hour documentary but they stretched it into almost 2 hours.",0
577,"The full story is not shocking once it is revealed but it is told in a very original way, with many laughs and opportunities for reflection.  The combination of interviews, old photos, animation and video footage makes the movie more interesting than I expected. Alan Cumming does a great job as do all of the real life subjects. Well worth seeing.",1
578,Was so entertained by this stranger than fiction story. Brilliantly inventive story telling. best documentary ive seen in ages.,1
579,"It was an okay movie, but very slow paced so it felt allot longer then needed not really graphic very pg13 I would recommend if you don't like scary movies but still need to watch one that isn't all that scary",0
580,"Cerdita tells the story of Sara, an overweight teenager, excluded by the circle of other young girls, so she spends all her time at her father's butcher shop, afraid of what could be the next humiliation she will suffer from the group of girls. slender.
Cerdita is a horror film, screened at Sundance's Midnight 2022 show in the Alternative and Different Films section, not to mention weird. The film echoes a bit like Carrie and a setting similar to The Texas Chainsaw Massacre, yes, we have a small town, small sets in a residence dominated by the infernal heat and meats around. And I mention Carrie, of course, for the practice of bullying that is shown in the film. If in the film Sorria, we have mental health as an element of horror, in Cerdita, we have the search for acceptance and loneliness itself.
This is certainly a film that does not seek to offer us comfort, from start to finish it is uncomfortable, both for its protagonist and for the viewer. Violence appears in different ways, whether in the dialogues, in some detail in the corner of the screen and even in the moments when Sara (Laura Galán) wants to disappear and we see that it is something impossible to happen, in Cerdita violence is presented to us in a different way. growing.
Pereda, shows us a provocative, reflective film that mixes at the same time a bit of gore and the drama of real everyday problems. Cerdita, in a few years' time will surely be touted as a horror film in which the yearning and dread of bullying solidifies into a bloody catharsis.",1
581,"Adorável, um suspense terror espanhol fora da caixinha, cinema francês e espanhol se destacando nas últimas produções, o roteiro excelente, a vingança nunca é plena, adorooo uma vingancinha, principalmente quando o mal do século entra em cena, o bullying, nojento e raivo, destaque para Laura Galán, se sai maravilhosamente bem… Um roteiro simples, maravilhosamente eficiente, plausível, sangrento, exagerado, muito bom, vale cada gotinha de sangue... Perfeição...",1
582,"A friend brought this to my attention and I'm glad she did. This is a fantastic movie and I'd recommend everyone see it. It's nice to see smaller movies making an impact. The acting is touching and raw, its not a pretty movie but that is what makes it beautiful. This is a movie I will watch again and again.",1
583,"It started well, but the story went crazy later on.",0
584,"For all the hype, Piggy isn't much in the way of anything scary or tense. Piggy is an overweight girl that witnesses a killer taking girls that usually make fun over her. She tries to avoid all conflict but the killer seems to want her too. But Piggy doesn't go down easy.",0
585,"Galan is superb, so is Richard Holmes, and of course Pereda's direction as she tiptoes over, under, and between, a dozen tropes to produce something that could go any way at any time. If you like horror, and have an ounce of empathy, your in for a bumpy, tense ride from beginning to blood spattered end.",1
586,"Boooronnnggg,trhiller wannabe",0
587,Meh. Very troublesome script with holes everywhere.,0
588,"Had a okay time with this. The story can be riveting, but I wish it went another way than it did. It's a decent thriller though.",0
589,"Omg how could anyone think this was a good watch , only thing good was the scenery",0
590,"This movie is awful!!!  It is dark and dreary.  A mother lies for her son then lets him drown b/c she feels guilty about lying for him.  What does she think...he's a serial rapist b/c he made a mistake???  She made a big mistake by not making  him accountable for his sin then she lets him drown b/c she feels guilty for lying.  She never gave him a chance to come clean and change his behavior.  She should have drown, not the son.  Don't waste your time and/or money on this movie.",0
